rang annuel;titre;nationalité;sortie;mois;entrées (millions);annee;Type;nouvelle nationalité;Intervalle d'entrées;Nationalité simplifiée;Saison de sortie
27;LA BELLE ET LA BÊTE ;FRANCE;12/02/2014;2;1,83;2014;Fantastique;FR;"[1;5[";FR;Hiver
28;NINJA TURTLES;ETATS-UNIS;15/10/2014;10;1,79;2014;Science-fiction;US;"[1;5[";US;Automne
29;12 YEARS A SLAVE;ETATS-UNIS;22/01/2014;1;1,71;2014;Drame;US;"[1;5[";US;Hiver
30;YVES SAINT LAURENT;FRANCE;08/01/2014;1;1,65;2014;Biopic/Biographie;FR;"[1;5[";FR;Hiver
31;BARBECUE;FRANCE;30/04/2014;4;1,61;2014;Comédie;FR;"[1;5[";FR;Printemps
32;LES PINGOUINS DE MADAGASCAR ;ETATS-UNIS;17/12/2014;12;1,59;2014;Animation;US;"[1;5[";US;Automne
33;300 : LA NAISSANCE D'UN EMPIRE;ETATS-UNIS;05/03/2014;3;1,56;2014;Péplum;US;"[1;5[";US;Hiver
34;ANNABELLE;ETATS-UNIS;08/10/2014;10;1,54;2014;Drame;US;"[1;5[";US;Automne
35;LA GRANDE AVENTURE LEGO ;ETATS-UNIS;19/02/2014;2;1,54;2014;Animation;US;"[1;5[";US;Hiver
36;MINUSCULE, LA VALLÉE DES FOURMIS PERDUES;FRANCE;29/01/2014;1;1,50;2014;Animation;FR;"[1;5[";FR;Hiver
37;DIVERGENTE;ETATS-UNIS;09/04/2014;4;1,50;2014;Science-fiction;US;"[1;5[";US;Printemps
38;THE GRAND BUDAPEST HOTEL;ETATS-UNIS;26/02/2014;2;1,47;2014;Comédie dramatique;US;"[1;5[";US;Hiver
39;M. PEABODY ET SHERMAN : LES VOYAGES DANS LE TEMPS;ETATS-UNIS;12/02/2014;2;1,42;2014;Animation;US;"[1;5[";US;Hiver
40;GODZILLA;ETATS-UNIS;14/05/2014;5;1,37;2014;Science-fiction;US;"[1;5[";US;Printemps
41;SOUS LES JUPES DES FILLES;FRANCE;04/06/2014;6;1,36;2014;Comédie dramatique;FR;"[1;5[";FR;Printemps
42;BELLE ET SÉBASTIEN;FRANCE;18/12/2013;12;1,34;2014;Aventure;FR;"[1;5[";FR;Automne
43;LA FRENCH ;FRANCE;03/12/2014;12;1,33;2014;Policier/Thriller;FR;"[1;5[";FR;Automne
44;NOE;ETATS-UNIS;09/04/2014;4;1,32;2014;Aventure;US;"[1;5[";US;Printemps
45;MONUMENTS MEN;ETATS-UNIS;12/03/2014;3;1,29;2014;Film historique / Guerre;US;"[1;5[";US;Hiver
46;LA REINE DES NEIGES ;ETATS-UNIS;04/12/2013;12;1,26;2014;Animation;US;"[1;5[";US;Automne
47;NON-STOP;GB;26/02/2014;2;1,22;2014;Policier/Thriller;GB;"[1;5[";GB;Hiver
48;EDGE OF TOMORROW;ETATS-UNIS;04/06/2014;6;1,22;2014;Science-fiction;US;"[1;5[";US;Printemps
49;OPÉRATION CASSE-NOISETTE;ETATS-UNIS;06/08/2014;8;1,20;2014;Animation;US;"[1;5[";US;Été
50;LE CROCODILE DU BOTSWANGA ;FRANCE;19/02/2014;2;1,19;2014;Comédie;FR;"[1;5[";FR;Hiver
51;MOMMY;CA;08/10/2014;10;1,13;2014;Drame;CA;"[1;5[";Autre;Automne
52;TU VEUX OU TU VEUX PAS;FRANCE;01/10/2014;10;1,08;2014;Comédie;FR;"[1;5[";FR;Automne
53;EXPENDABLES 3;ETATS-UNIS;20/08/2014;8;1,06;2014;Fantastique;US;"[1;5[";US;Été
54;NOS ÉTOILES CONTRAIRES;ETATS-UNIS;20/08/2014;8;1,04;2014;Drame;US;"[1;5[";US;Été
55;MAGIC IN THE MOONLIGHT;GB;22/10/2014;10;1,04;2014;Comédie;GB;"[1;5[";GB;Automne
56;CLOCHETTE ET LA FÉE PIRATE;ETATS-UNIS;02/04/2014;4;1,03;2014;Animation;US;"[1;5[";US;Printemps
57;PLANES 2;ETATS-UNIS;23/07/2014;7;1,02;2014;Animation;US;"[1;5[";US;Été
1;STAR WARS : EPISODE 7, LE REVEIL DE LA FORCE;ETATS UNIS;16/12/2015;12;7,33;2015;Science-fiction;US;"[5;10[";US;Automne
2;MINIONS (LES);ETATS UNIS;08/07/2015;7;6,66;2015;Animation;US;"[5;10[";US;Été
3;FAMILLE BELIER (LA);FRANCE / BELGIQUE;17/12/2014;12;5,35;2015;Comédie dramatique;FR;"[5;10[";FR;Automne
4;JURASSIC WORLD;ETATS UNIS;10/06/2015;6;5,21;2015;Science-fiction;US;"[5;10[";US;Printemps
5;007 SPECTRE;GRANDE BRETAGNE;11/11/2015;11;4,81;2015;Comédie dramatique;GB;"[1;5[";GB;Automne
6;FAST & FURIOUS 7;ETATS UNIS;01/04/2015;4;4,63;2015;Action;US;"[1;5[";US;Printemps
7;NOUVELLES AVENTURES D'ALADIN (LES);FRANCE;14/10/2015;10;4,43;2015;Comédie;FR;"[1;5[";FR;Automne
8;VICE-VERSA;ETATS UNIS;17/06/2015;6;4,41;2015;Animation;US;"[1;5[";US;Printemps
9;AVENGERS : L'ERE D'ULTRON;ETATS UNIS;22/04/2015;4;4,24;2015;Super-héros;US;"[1;5[";US;Printemps
10;CINQUANTE NUANCES DE GREY;ETATS UNIS;11/02/2015;2;4,07;2015;Erotique;US;"[1;5[";US;Hiver
11;PROFS 2 (LES);FRANCE / BELGIQUE;01/07/2015;7;3,49;2015;Comédie;FR;"[1;5[";FR;Été
12;AMERICAN SNIPER;ETATS UNIS;18/02/2015;2;3,13;2015;Biopic/Biographie;US;"[1;5[";US;Hiver
13;LABYRINTHE : LA TERRE BRULEE (LE);ETATS UNIS;07/10/2015;10;3,12;2015;Science-fiction;US;"[1;5[";US;Automne
14;PAPA OU MAMAN;FRANCE;04/02/2015;2;2,89;2015;Comédie;FR;"[1;5[";FR;Hiver
15;MISSION : IMPOSSIBLE, ROGUE NATION;ETATS UNIS;12/08/2015;8;2,80;2015;Action;US;"[1;5[";US;Été
16;HUNGER GAMES : LA REVOLTE, 2e PARTIE;ETATS UNIS;18/11/2015;11;2,77;2015;Science-fiction;US;"[1;5[";US;Automne
17;TAKEN 3;FRANCE;21/01/2015;1;2,61;2015;Policier/Thriller;FR;"[1;5[";FR;Hiver
18;BABYSITTING 2;FRANCE;02/12/2015;12;2,53;2015;Comédie;FR;"[1;5[";FR;Automne
19;SEUL SUR MARS;ETATS UNIS;21/10/2015;10;2,52;2015;Science-fiction;US;"[1;5[";US;Automne
20;DIVERGENTE 2 : L'INSURRECTION;ETATS UNIS;18/03/2015;3;2,42;2015;Science-fiction;US;"[1;5[";US;Hiver
21;POURQUOI J'AI (PAS) MANGE MON PERE;FRANCE / ITALIE;08/04/2015;4;2,41;2015;Animation;FR;"[1;5[";FR;Printemps
22;MAD MAX : FURY ROAD;AUSTRALIE;14/05/2015;5;2,36;2015;Science-fiction;AUS;"[1;5[";Autre;Printemps
23;VOYAGE D'ARLO (LE);ETATS UNIS;25/11/2015;11;2,32;2015;Animation;US;"[1;5[";US;Automne
24;HOTEL TRANSYLVANIE 2;ETATS UNIS;07/10/2015;10;2,30;2015;Animation;US;"[1;5[";US;Automne
25;PETIT PRINCE (LE);FRANCE / ITALIE;29/07/2015;7;1,93;2015;Animation;FR;"[1;5[";FR;Été
26;ANT-MAN;ETATS UNIS;14/07/2015;7;1,72;2015;Super-héros;US;"[1;5[";US;Été
27;CENDRILLON;GRANDE BRETAGNE;25/03/2015;3;1,67;2015;Drame;GB;"[1;5[";GB;Hiver
28;KINGSMAN : SERVICES SECRETS;GRANDE BRETAGNE / ETATS UNIS;18/02/2015;2;1,67;2015;Comédie d'action / d'espionnage;GB;"[1;5[";GB;Hiver
29;NOUVEAUX HEROS (LES);ETATS UNIS;11/02/2015;2;1,66;2015;Animation;US;"[1;5[";US;Hiver
30;NUIT AU MUSEE : LE SECRET DES PHARAONS (LA);ETATS UNIS;04/02/2015;2;1,59;2015;Fantastique;US;"[1;5[";US;Hiver
31;BIS;FRANCE;18/02/2015;2;1,51;2015;Comédie;FR;"[1;5[";FR;Hiver
32;TERMINATOR : GENISYS;ETATS UNIS;01/07/2015;7;1,43;2015;Science-fiction;US;"[1;5[";US;Été
33;BELLE ET SEBASTIEN : L'AVENTURE CONTINUE;FRANCE;09/12/2015;12;1,37;2015;Aventure;FR;"[1;5[";FR;Automne
34;DERNIER LOUP (LE);CHINE / FRANCE;25/02/2015;2;1,33;2015;Aventure;CHI;"[1;5[";Autre;Hiver
35;BOB L'EPONGE, LE FILM - UN HEROS SORT DE L'EAU;ETATS UNIS;18/02/2015;2;1,30;2015;Animation;US;"[1;5[";US;Hiver
36;EN ROUTE !;ETATS UNIS;15/04/2015;4;1,22;2015;Drame;US;"[1;5[";US;Printemps
37;4 FANTASTIQUES (LES);ETATS UNIS;05/08/2015;8;1,20;2015;Super-héros;US;"[1;5[";US;Été
38;CONNASSE, PRINCESSE DES CŒURS;FRANCE;29/04/2015;4;1,20;2015;Comédie;FR;"[1;5[";FR;Printemps
39;SAN ANDREAS;ETATS UNIS;27/05/2015;5;1,15;2015;Catastrophe;US;"[1;5[";US;Printemps
40;TED 2;ETATS UNIS;05/08/2015;8;1,14;2015;Animation;US;"[1;5[";US;Été
41;IMITATION GAME;GRANDE BRETAGNE / ETATS UNIS;28/01/2015;1;1,09;2015;Biopic/Biographie;GB;"[1;5[";GB;Hiver
42;SHAUN LE MOUTON;GRANDE BRETAGNE;01/04/2015;4;1,06;2015;Animation;GB;"[1;5[";GB;Printemps
43;SOUVENIRS (LES);FRANCE / BELGIQUE;14/01/2015;1;1,06;2015;Comédie dramatique;FR;"[1;5[";FR;Hiver
44;MARGUERITE;FRANCE / REPUBLIQUE TCHEQUE/ BELGIQUE;16/09/2015;9;1,01;2015;Comédie dramatique;FR;"[1;5[";FR;Été
1;ZOOTOPIE;ETATS UNIS;17/02/2016;2;4,75;2016;Animation;US;"[1;5[";US;Hiver
2;TUCHE 2 : LE REVE AMERICAIN (LES);FRANCE;03/02/2016;2;4,60;2016;Comédie;FR;"[1;5[";FR;Hiver
3;VAIANA, LA LÉGENDE DU BOUT DU MONDE;ETATS UNIS;30/11/2016;11;4,53;2016;Animation;US;"[1;5[";US;Automne
4;ROGUE ONE A STAR WARS STORY;ETATS UNIS;14/12/2016;12;3,92;2016;Science-fiction;US;"[1;5[";US;Automne
5;THE REVENANT;ETATS UNIS;24/02/2016;2;3,84;2016;Western;US;"[1;5[";US;Hiver
6;ANIMAUX FANTASTIQUES (LES);GRANDE BRETAGNE;16/11/2016;11;3,81;2016;Fantastique;GB;"[1;5[";GB;Automne
7;DEADPOOL;ETATS UNIS;10/02/2016;2;3,76;2016;Super-héros;US;"[1;5[";US;Hiver
8;COMME DES BETES;ETATS UNIS;27/07/2016;7;3,76;2016;Animation;US;"[1;5[";US;Été
9;LIVRE DE LA JUNGLE (LE);ETATS UNIS;13/04/2016;4;3,65;2016;Aventure;US;"[1;5[";US;Printemps
10;AGE DE GLACE : LES LOIS DE L'UNIVERS (L');ETATS UNIS;13/07/2016;7;3,50;2016;Animation;US;"[1;5[";US;Été
11;MONDE DE DORY (LE);ETATS UNIS;22/06/2016;6;3,37;2016;Animation;US;"[1;5[";US;Printemps
12;CAMPING 3;FRANCE;29/06/2016;6;3,22;2016;Comédie;FR;"[1;5[";FR;Printemps
13;STAR WARS : EPISODE 7, LE REVEIL DE LA FORCE;ETATS UNIS;16/12/2015;12;3,00;2016;Science-fiction;US;"[1;5[";US;Automne
14;RADIN !;FRANCE;28/09/2016;9;2,95;2016;Comédie;FR;"[1;5[";FR;Été
15;CAPTAIN AMERICA : CIVIL WAR;ETATS UNIS;27/04/2016;4;2,92;2016;Super-héros;US;"[1;5[";US;Printemps
16;TROLLS (LES);ETATS UNIS;19/10/2016;10;2,74;2016;Animation;US;"[1;5[";US;Automne
17;MISS PEREGRINE ET LES ENFANTS PARTICULIERS;GRANDE BRETAGNE;05/10/2016;10;2,71;2016;Fantastique;GB;"[1;5[";GB;Automne
18;KUNG FU PANDA 3;ETATS UNIS;30/03/2016;3;2,58;2016;Animation;US;"[1;5[";US;Hiver
19;BATMAN V SUPERMAN : L'AUBE DE LA JUSTICE;ETATS UNIS;23/03/2016;3;2,49;2016;Super-héros;US;"[1;5[";US;Hiver
20;SUICIDE SQUAD;ETATS UNIS;03/08/2016;8;2,28;2016;Super-héros;US;"[1;5[";US;Été
21;VISITEURS : LA REVOLUTION (LES);FRANCE / BELGIQUE;06/04/2016;4;2,20;2016;Comédie;FR;"[1;5[";FR;Printemps
22;RETOUR CHEZ MA MERE;FRANCE;01/06/2016;6;2,20;2016;Comédie;FR;"[1;5[";FR;Printemps
23;X-MEN : APOCALYPSE;ETATS UNIS;18/05/2016;5;2,16;2016;Super-héros;US;"[1;5[";US;Printemps
24;DIVERGENTE 3 : AU-DELA DU MUR;ETATS UNIS;09/03/2016;3;2,11;2016;Science-fiction;US;"[1;5[";US;Hiver
25;INSAISISSABLES 2;ETATS UNIS;27/07/2016;7;2,10;2016;Policier/Thriller;US;"[1;5[";US;Été
26;DEMAIN TOUT COMMENCE;FRANCE / GRANDE BRETAGNE;07/12/2016;12;2,07;2016;Comédie dramatique;FR;"[1;5[";FR;Automne
27;BRIDGET JONES BABY;GRANDE BRETAGNE;05/10/2016;10;1,97;2016;Comédie dramatique;GB;"[1;5[";GB;Automne
28;PATTAYA;FRANCE;24/02/2016;2;1,95;2016;Comédie;FR;"[1;5[";FR;Hiver
29;BRICE 3;FRANCE;19/10/2016;10;1,95;2016;Comédie;FR;"[1;5[";FR;Automne
30;CHOCOLAT;FRANCE;03/02/2016;2;1,93;2016;Biopic/Biographie;FR;"[1;5[";FR;Hiver
31;DOCTOR STRANGE;ETATS UNIS;26/10/2016;10;1,92;2016;Super-héros;US;"[1;5[";US;Automne
32;ALVIN ET LES CHIPMUNKS : A FOND LA CAISSE;ETATS UNIS;03/02/2016;2;1,80;2016;Comédie;US;"[1;5[";US;Hiver
33;8 SALOPARDS (LES);ETATS UNIS;06/01/2016;1;1,78;2016;Western;US;"[1;5[";US;Hiver
34;WARCRAFT : LE COMMENCEMENT;ETATS UNIS;25/05/2016;5;1,73;2016;Fantasy;US;"[1;5[";US;Printemps
35;CREED, L'HERITAGE DE ROCKY BALBOA;ETATS UNIS;13/01/2016;1;1,64;2016;Drame;US;"[1;5[";US;Hiver
36;MEDECIN DE CAMPAGNE;FRANCE;23/03/2016;3;1,51;2016;Comédie dramatique;FR;"[1;5[";FR;Hiver
37;JASON BOURNE;ETATS UNIS;10/08/2016;8;1,49;2016;Action;US;"[1;5[";US;Été
38;CONJURING 2 : LE CAS ENFIELD;ETATS UNIS;29/06/2016;6;1,47;2016;Horreur;US;"[1;5[";US;Printemps
39;TARZAN;GRANDE BRETAGNE;06/07/2016;7;1,38;2016;Aventure;GB;"[1;5[";GB;Été
40;ALICE DE L'AUTRE COTE DU MIROIR;ETATS UNIS;01/06/2016;6;1,35;2016;Fantastique;US;"[1;5[";US;Printemps
41;BALLERINA;CANADA / FRANCE;14/12/2016;12;1,34;2016;Animation;CA;"[1;5[";Autre;Automne
42;VACHE (LA);FRANCE / MAROC;17/02/2016;2;1,30;2016;Comédie;FR;"[1;5[";FR;Hiver
43;INDEPENDENCE DAY  : RESURGENCE;ETATS UNIS;20/07/2016;7;1,29;2016;Science-fiction;US;"[1;5[";US;Été
44;ASSASSIN'S CREED;ETATS UNIS;21/12/2016;12;1,25;2016;Science-fiction;US;"[1;5[";US;Automne
45;FOLLE HISTOIRE DE MAX ET LEON (LA);FRANCE / BELGIQUE;01/11/2016;11;1,22;2016;Comédie;FR;"[1;5[";FR;Automne
46;ODYSSÉE (L');FRANCE;12/10/2016;10;1,22;2016;Biopic/Biographie;FR;"[1;5[";FR;Automne
47;PAPA OU MAMAN 2;FRANCE / BELGIQUE;07/12/2016;12;1,20;2016;Comédie;FR;"[1;5[";FR;Automne
48;SULLY;ETATS UNIS;30/11/2016;11;1,11;2016;Biopic/Biographie;US;"[1;5[";US;Automne
49;ADOPTE UN VEUF;FRANCE;20/04/2016;4;1,09;2016;Comédie;FR;"[1;5[";FR;Printemps
50;JUSTE LA FIN DU MONDE;CANADA / FRANCE;21/09/2016;9;1,03;2016;Drame;CA;"[1;5[";Autre;Été
51;SAISONS (LES);FRANCE;27/01/2016;1;1,02;2016;Documentaire;FR;"[1;5[";FR;Hiver
52;CIGOGNES ET COMPAGNIE;ETATS UNIS;12/10/2016;10;1,02;2016;Animation;US;"[1;5[";US;Automne
53;5EME VAGUE (LA);ETATS UNIS;27/01/2016;1;1,00;2016;Science-fiction;US;"[1;5[";US;Hiver
1;MOI MOCHE ET MECHANT 3;US;05/07/2017;7;5,74;2017;Animation;US;"[5;10[";US;Été
2;STAR WARS LES DERNIERS JEDI;US;13/12/2017;12;5,35;2017;Science-fiction;US;"[5;10[";US;Automne
3;RAID DINGUE;FR;01/02/2017;2;4,56;2017;Comédie;FR;"[1;5[";FR;Hiver
4;VALERIAN ET LA CITE DES MILLE PLANETES;FR;26/07/2017;7;4,04;2017;Science-fiction;FR;"[1;5[";FR;Été
5;BABY BOSS;US;29/03/2017;3;3,87;2017;Animation;US;"[1;5[";US;Hiver
6;FAST AND FURIOUS 8;US;12/04/2017;4;3,87;2017;#N/A;US;"[1;5[";US;Printemps
7;TOUS EN SCENE;US;25/01/2017;1;3,61;2017;Animation;US;"[1;5[";US;Hiver
8;ALIBI.COM;FR;15/02/2017;2;3,60;2017;Comédie;FR;"[1;5[";FR;Hiver
9;PIRATES DES CARAIBES: LA VENGEANCE DE SALAZAR;US;24/05/2017;5;3,59;2017;Fantastique;US;"[1;5[";US;Printemps
10;LA BELLE ET LA BETE;GB / US;22/03/2017;3;3,49;2017;Drame;GB;"[1;5[";GB;Hiver
11;COCO;US;29/11/2017;11;3,26;2017;Comédie;US;"[1;5[";US;Automne
12;LES GARDIENS DE LA GALAXIE VOL 2;US;26/04/2017;4;3,14;2017;Super-héros;US;"[1;5[";US;Printemps
13;CINQUANTE NUANCES PLUS SOMBRES;US;08/02/2017;2;3,14;2017;Erotique;US;"[1;5[";US;Hiver
14;SENS DE LA FETE (LE);FR;04/10/2017;10;3,02;2017;Comédie;FR;"[1;5[";FR;Automne
15;LA PLANETE DES SINGES SUPREMATIE;US;02/08/2017;8;2,81;2017;Science-fiction;US;"[1;5[";US;Été
16;LA LA LAND;US;25/01/2017;1;2,75;2017;Film musical /Comédie musicale;US;"[1;5[";US;Hiver
17;CARS 3;US;02/08/2017;8;2,72;2017;Animation;US;"[1;5[";US;Été
18;DUNKERQUE;GB;19/07/2017;7;2,55;2017;Film historique / Guerre;GB;"[1;5[";GB;Été
19;EPOUSE MOI MON POTE;FR;25/10/2017;10;2,47;2017;Comédie;FR;"[1;5[";FR;Automne
20;THOR RAGNAROK;US;25/10/2017;10;2,46;2017;Super-héros;US;"[1;5[";US;Automne
21;SPIDER MAN HOMECOMING;US;12/07/2017;7;2,32;2017;Super-héros;US;"[1;5[";US;Été
22;LOGAN;US;01/03/2017;3;2,27;2017;Super-héros;US;"[1;5[";US;Hiver
23;CA;US;20/09/2017;9;2,23;2017;Horreur;US;"[1;5[";US;Été
24;WONDER WOMAN;GB;07/06/2017;6;2,15;2017;Super-héros;GB;"[1;5[";GB;Printemps
25;AU REVOIR LA HAUT;FR;25/10/2017;10;1,99;2017;Comédie dramatique;FR;"[1;5[";FR;Automne
26;ECOLE BUISSONNIERE (L');FR;11/10/2017;10;1,90;2017;Comédie dramatique;FR;"[1;5[";FR;Automne
27;SEVEN SISTERS;GB;30/08/2017;8;1,86;2017;Science-fiction;GB;"[1;5[";GB;Été
28;LES SCHTROUMPFS ET LE VILLAGE PERDU;US;05/04/2017;4;1,84;2017;Animation;US;"[1;5[";US;Printemps
29;LION;AUS;22/02/2017;2;1,79;2017;Biopic/Biographie;AUS;"[1;5[";Autre;Hiver
30;SPLIT;US;22/02/2017;2;1,79;2017;Policier/Thriller;US;"[1;5[";US;Hiver
31;KINGSMAN LE CERCLE D'OR;GB;11/10/2017;10;1,74;2017;Comédie d'action / d'espionnage;GB;"[1;5[";GB;Automne
32;JUSTICE LEAGUE;GB;15/11/2017;11;1,71;2017;Super-héros;GB;"[1;5[";GB;Automne
33;SANTA ET CIE;FR / BE;06/12/2017;12;1,65;2017;Comédie fantastique;FR;"[1;5[";FR;Automne
34;KONG SKULL ISLAND;US;08/03/2017;3;1,62;2017;Fantastique;US;"[1;5[";US;Hiver
35;BAYWATCH ALERTE A MALIBU;US;21/06/2017;6;1,59;2017;Comédie d'action / d'espionnage;US;"[1;5[";US;Printemps
36;TRANSFORMERS THE LAST KNIGHT;US;28/06/2017;6;1,42;2017;Science-fiction;US;"[1;5[";US;Printemps
37;IL A DEJA TES YEUX;FR;18/01/2017;1;1,39;2017;Comédie;FR;"[1;5[";FR;Hiver
38;JUMANJI BIENVENUE DANS LA JUNGLE;US;20/12/2017;12;1,39;2017;Fantastique;US;"[1;5[";US;Automne
39;LA MOMIE;US;14/06/2017;6;1,38;2017;Fantastique;US;"[1;5[";US;Printemps
40;UN SAC DE BILLES;FR / CA;18/01/2017;1;1,33;2017;Drame;FR;"[1;5[";FR;Hiver
41;PADDINGTON 2;FR;06/12/2017;12;1,31;2017;Animation;FR;"[1;5[";FR;Automne
42;ROCK N ROLL;FR;15/02/2017;2;1,30;2017;Comédie;FR;"[1;5[";FR;Hiver
43;PATIENTS;FR;01/03/2017;3;1,27;2017;Comédie dramatique;FR;"[1;5[";FR;Hiver
44;ALIEN COVENANT;US;10/05/2017;5;1,27;2017;Science-fiction;US;"[1;5[";US;Printemps
45;BLADE RUNNER 2049;US;04/10/2017;10;1,26;2017;Science-fiction;US;"[1;5[";US;Automne
46;ANNABELLE 2 LA CREATION DU MAL;US;09/08/2017;8;1,25;2017;Horreur;US;"[1;5[";US;Été
47;GET OUT;US;03/05/2017;5;1,15;2017;Horreur;US;"[1;5[";US;Printemps
48;DEMAIN TOUT COMMENCE;FR / GB;07/12/2016;12;1,13;2017;Comédie dramatique;FR;"[1;5[";FR;Automne
49;SAHARA;FR / CA;01/02/2017;2;1,13;2017;Animation;FR;"[1;5[";FR;Hiver
50;L ASCENSION;FR;25/01/2017;1;1,12;2017;Comédie;FR;"[1;5[";FR;Hiver
51;ROGUE ONE A STAR WARS STORY;US;14/12/2016;12;1,06;2017;Science-fiction;US;"[1;5[";US;Automne
52;FERDINAND;US;20/12/2017;12;1,06;2017;Animation;US;"[1;5[";US;Automne
53;LE BRIO;FR;22/11/2017;11;1,05;2017;Comédie dramatique;FR;"[1;5[";FR;Automne
54;A BRAS OUVERTS;FR / BE;05/04/2017;4;1,03;2017;Comédie;FR;"[1;5[";FR;Printemps
55;GHOST IN THE SHELL;US;29/03/2017;3;1,02;2017;Science-fiction;US;"[1;5[";US;Hiver
56;VAIANA LA LEGENDE DU BOUT DU MONDE;US;30/11/2016;11;1,02;2017;Animation;US;"[1;5[";US;Automne
